text,coarse_label
How many colors are there in a rainbow ?,numeric
What is the habitat of the chickadee ?,location
What drug is often used to treat AIDS patients ?,entity
Which of the five senses develops first ?,entity
Where did the name root beer come from ?,description
What city 's the kickoff point for climbs of Mount Everest ?,location
What is the average salary of a paleontologist ?,numeric
Where is the largest post office building in the world ?,location
Who is currently the most popular singer in the world ?,human
Who was the first animal into space ?,entity
What is the correct way to mount a roll of toilet paper ?,entity
What Jules Verne novel features scientists held captive in the submarine Nautilus ?,entity
Why is Rush 's 2112 called 2112 ?,description
What 's the state motto of California ?,description
What function does homeostasis have on the existence of an organism ?,description
"What company started out making pies , and wound up manufacturing plastic throwing toys ?",human
What does the acronym CPR mean ?,abbreviation
The Jewish alphabet is called what ?,entity
What are the Baltic States ?,description
How many endangered species are there in the world ?,numeric
Which large U.S. city had the highest murder rate for 1988 ?,location
"Who was the bandleader mentor of Ella Fitzgerald with whom she cowrote `` A_Tisket , A-Tasket '' ?",human
Who invented basketball ?,human
How has TV affected our society ?,description
When was the last major eruption of Mount St. Helens ?,numeric
What was the name of Humphrey Bogart 's club in Casablanca ?,human
What U.S. Government agency registers trademarks ?,human
What is osmosis ?,description
What format was the major competition of VHS ?,entity
What hockey player did Ronald Reagan joke he would swap Texas for ?,human
What is the world 's deadliest infectious disease ?,entity
Which infectious disease is the world 's deadliest ?,entity
"What President was buried at his ancestral home overlooking the Hudson River at Hyde Park , New York ?",human
How much did the first Barbie doll sell for in 1959 ?,numeric
What country was General Douglas McArthur in when he was recalled by President Truman ?,location
What are the five most popular Usenet groups ?,human
What are the seven deadly sins ?,description
"What is the latitude and longitude of El Paso , Texas ?",numeric
What does the name Melissa mean ?,description
What is the nature of snow and how is the formation of snow different from that of ice ?,description
How many head injuries are there in recreational ice skating each year ?,numeric
A normal human pregnancy lasts how many months ?,numeric
What kind of sports team is the Buffalo Sabres ?,entity
What impenetrable system of French fortifications was built along the German frontier before World War II ?,entity
What are new computer games for Windows 95 or 98 ?,entity
Who domesticated the wild turkey ?,human
How can I get someone 's phone number if I only have their screen name ?,description
What European race sees the winner of its mountain stage awarded a jersey with large red polka dots ?,entity
What country does Ileana Cotrubas come from ?,location
What 's the motto of the Boy Scouts ?,description
What two European countries are joined by the Gran San Bernardo Pass ?,location
What movie did Steven Spielberg direct in 1975 ?,entity
What kind of creatures are the Canary Islands named for ?,entity
What was the name of the US helicopter pilot shot down over North Korea ?,human
What 's a male `` cuckquean '' ?,description
"What are the factors leading to the high teen pregnancy rate in Spartanburg , South Carolina ?",description
"Name the designer of the shoe that spawned millions of plastic imitations , known as ` jellies ' .",human
What does RCA stand for ?,abbreviation
Why are ice cream sundaes called sundaes ?,description
What 's the singular of dice ?,entity
Who is Olive Oyl 's brother ?,human
"What 12-hour cold medicine uses the formula `` 6 , 6 , 12 '' in its ads ?",entity
What was the first video ever made ?,entity
What 's the favorite food of dragonflies ?,entity
What king boycotted Prince Charles 's wedding ?,human
What does Nicholas Cage do for a living ?,human
What was the nickname of model Leslie Hornby ?,human
Where is the Taj Mahal ?,location
What 's distinctive about a palmiped 's feet ?,description
In 139 the papal court was forced to move from Rome to where ?,location
What is the first day of the week ?,numeric
What is goulash ?,description
What capital is built around Monument Circle which contains soldiers and sailors monument ?,location
Name the men 's cologne that is associated with the sea .,entity
How does a parachute work ?,description
What is the first book of the Old Testament ?,entity
How many of them are in sub-Saharan Africa ?,numeric
"What is the history of Spartacus , the Roman slave and gladiator ?",description
What famed wall supports the Badaling turret ?,location
"Who portrayed Fatman in the television show , `` Jake and the Fatman '' ?",human
What is object-oriented design ?,description
What does Melissa mean ?,description
What is form drag ?,description
Who were John F. Kennedy 's dogs ?,entity
Where are good science sites on the Internet ?,location
What woman was Time 's Man of the Year for 1952 ?,human
What currents affect the area of the Shetland Islands and Orkney Islands in the North Sea ?,description
Who wrote The Ugly Duckling ?,human
Who designed London Bridge ?,human
"How many miles are there between Tel Aviv , Israel and Memphis , Tennessee ?",numeric
How many flavors of ice cream does Howard Johnson 's have ?,numeric
What weapon did the crossed slits in English castles accommodate ?,entity
How can I stop or slow down aging ?,description
Where are the busiest Amtrak rail stations in the U.S. ?,location
How many freckles does Howdy Doody have on his face ?,numeric
"How does Cos Cob , CT get its name ?",description
Who was considered to be the father of psychology ?,human
How did Super President gain his powers on the animated series ?,description
How tall was the animated King Kong ?,numeric
What are values ?,description
What is the population of Japan ?,numeric
Name an American made motorcycle .,entity
Where was the largest concentration camp in World War II ?,location
How much did Alaska cost when bought from Russia ?,numeric
How many events make up the decathlon ?,numeric
What causes blue balls ?,description
What were the first bodies visited by spacecraft ?,location
Who succeeded Nikita Khrushchev as first secretary of the Communist Party ?,human
Who was chosen to be the first black chairman of the military Joint Chiefs of Staff ?,human
Name of the lady the Great Gatsby pines for ?,human
What does a chef coddle eggs in ?,entity
How many bails are there in a cricket wicket ?,numeric
What city was Martin Luther King Jr. assassinated in ?,location
"What celebrity couple , when going through a divorce , divided their toilet paper into two equal piles ?",human
